产品网址：http://www.swcpu.cn/show-222-290-1.html
产品结构：首页->产品中心->申威平台整机产品->神威1621服务器-

|产品名称|产品型号|功能描述|
|--|--|--|
|神威 1621 服务器|无|采用申威 1621 作为核心处理单元，集成 16 个 64 位 RISC 结构的申威处理器核心、64 位 8 通道 DDR3 存储控制器和 PCI-E 3.0 标准 I/O 接口。通过通用 PCIE 桥片或者申威第二代安全套片扩展引出了 PCIE3.0、USB、SATA 和以太网等标准接口，并采用 BMC 模块实现远程管理及维护。处理计算性能强、存储容量高、可靠性好，可用于办公系统、网络通信、数据中心等领域。搭载国产申威 1621 处理器，采用国产 SW-64 指令集系统，使用成熟的 28nm 制程工艺。能够满足日常办公、网络通信、数据中心等应用需求，轻松应对多任务处理。整机提供标准 USB 接口、VGA 显示接口、以太网接口等，根据客户需求可扩展万兆网口、raid 卡，冗余电源等。可搭配多种国产主流操作系统，主要包括深度 OS、中标麒麟 OS、统信 UOS、普华 OS。支持多种办公软件，包括 WPS、国产 OA 系统、永中 office、国产数据库、国产中间件等常用办公软件。采用标准 2U 服务器机箱设计，外观简洁美观。|

CPU,CPU型号,"申威1621(BGA),16核处理器"
CPU,核心数,16核
CPU,三级缓存,32MB
内存,类型,DDR3
内存,容量,标配32GB（4GB*8）
显卡,显卡类型,集成显卡
外围接口,以太网口,4x 10Mbps/100Mbps/1000Mbps自适应
外围接口,USB接口,4x USB3.0，2x USB2.0 type-A接口
外围接口,显示接口,1x VGA接口
外围接口,串口,1路DB9接口，RS232电平
外围接口,维护网口,1x 10Mbps/100Mbps自适应
硬盘,容量,标配120GB SSD固态硬盘
硬盘,盘位,支持8路机械硬盘
光驱,类型,支持SATA光驱（选配）
功耗,典型值,150W
电源,电源类型,输入电源为180-240V/50-60Hz
