产品网址：https://www.iscsemi.com/supply/4.html
产品结构：首页->产品

|产品名称|产品型号|功能描述|
|----|----|----|
|MOSFET 单管|无|无|

可国产化替代之型号,封装
SiHFR310,DPAK/TO-252
SiHFR320,DPAK/TO-252
SiHFR420,DPAK/TO-252
SiHFR420A,DPAK/TO-252
SiHFR430A,DPAK/TO-252
SiHFR9014,DPAK/TO-252
SiHFR9024,DPAK/TO-252
SiHFR9120,DPAK/TO-252
SiHFR9220,DPAK/TO-252
SiHFR9310,DPAK/TO-252
SiHFRC20,DPAK/TO-252
SiHFS11N50A,D²PAK/TO-263
SiHFS9N60A,D²PAK/TO-263
SiHFU1N60A,IPAK/TO-251
SiHFU214,IPAK/TO-251
SiHFU220,IPAK/TO-251
SiHFU224,IPAK/TO-251
SiHFU310,IPAK/TO-251
SiHFU320,IPAK/TO-251
SiHFU420,IPAK/TO-251
SiHFU430A,IPAK/TO-251
SiHFU9010,IPAK/TO-251
SiHFU9014,IPAK/TO-251
SiHFU9022,IPAK/TO-251
SiHFU9220,IPAK/TO-251
SiHFUC20,IPAK/TO-251
SiHFZ20,TO-220
SiHFZ24L,I²PAK/TO-262
SiHFZ24S,D²PAK/TO-263
SiHFZ34L,I²PAK/TO-262
SiHFZ34S,D²PAK/TO-263
SiHFZ44,TO-220
SiHFZ48,TO-220
SiHFZ48RS,D²PAK/TO-263
SiHFZ48S,D²PAK/TO-263
SiHG018N60E,TO-247
SiHG026N60EF,TO-247
SiHG039N60E,TO-247
SiHG039N60EF,TO-247
SiHG050N60E,TO-247
SiHG052N60EF,TO-247
SiHG065N60E,TO-247
SiHG068N60EF,TO-247
SiHG080N60E,TO-247
SiHG085N60EF,TO-247
SiHG100N60E,TO-247
SiHG105N60EF,TO-247
SiHG11N80AE,TO-247
SiHG11N80E,TO-247AC
SiHG120N60E,TO-247
SiHG125N60EF,TO-247
SiHG14N50D,TO-247
SiHG150N60E,TO-247
SiHG155N60EF,TO-247
SiHG15N60E,TO-247AC
SiHG15N80AE,TO-247
SiHG15N80AEF,TO-247
SiHG16N50C,TO-247
SiHG17N60D,TO-247AC
SiHG17N80AE,TO-247
SiHG17N80AEF,TO-247
SiHG17N80E,TO-247AC
SiHG180N60E,TO-247
SiHG186N60EF,TO-247
SiHG20N50C,TO-247AC
SiHG20N50E,TO-247AC
SiHG21N60EF,TO-247AC
SiHG21N65EF,TO-247AC
SiHG21N80AE,TO-247
SiHG21N80AEF,TO-247
SiHG22N50D,TO-247AC
SiHG22N60AE,TO-247AC
SiHG22N60E,TO-247AC
SiHG22N60EF,TO-247
SiHG22N60EL,TO-247AC
SiHG22N60S,TO-247AC
SiHG22N65E,TO-247AC
SiHG23N60E,TO-247AC
SiHG24N65E,TO-247AC
SiHG24N65EF,TO-247AC
SiHG25N40D,TO-247AC
SiHG25N50E,TO-247AC
SiHG25N60EFL,TO-247AC
SiHG28N60EF,TO-247AC
SiHG28N65E,TO-247AC
SiHG28N65EF,TO-247AC
SiHG30N60E,TO-247AC
SiHG32N50D,TO-247AC
SiHG33N60E,TO-247AC
SiHG33N60EF,TO-247AC
SiHG33N65E,TO-247AC
SiHG33N65EF,TO-247AC
SiHG35N60E,TO-247AC
SiHG40N60E,TO-247AC
SiHG44N65EF,TO-247AC
SiHG460B,TO-247AC
SiHG47N60AE,TO-247AC
SiHG47N60AEF,TO-247
SiHG47N60E,TO-247AC
SiHG47N60EF,TO-247AC
SiHG47N65E,TO-247AC
SiHG61N65EF,TO-247AC
SiHG64N65E,TO-247AC
SiHG70N60AEF,TO-247AC
SiHG70N60EF,TO-247AC
SiHG73N60AE,TO-247AC
SiHG73N60E,TO-247AC
SiHG80N60E,TO-247
SiHG80N60EF,TO-247
SiHLI520G,TO-220F
SiHLI540G,TO-220F
SiHLIZ24G,TO-220F
SiHLIZ34G,TO-220F
SiHLIZ44G,TO-220F
SiHLR120,DPAK/TO-252
SiHLU120,IPAK/TO-251
SiHLZ14,TO-220
SiHP050N60E,TO-220
SiHP052N60EF,TO-220
SiHP054N65E,TO-220
SiHP065N60E,TO-220
SiHP068N60EF,TO-220
SiHP074N65E,TO-220
SiHP080N60E,TO-220
SiHP085N60EF,TO-220
SiHP100N60E,TO-220
SiHP105N60EF,TO-220
SiHP10N40D,TO-220
SiHP11N80E,TO-220
SiHP120N60E,TO-220
SiHP125N60EF,TO-220
SiHP12N50C,TO-220
SiHP12N50E,TO-220
SiHP12N60E,TO-220
SiHP12N65E,TO-220
SiHP14N50D,TO-220
SiHP14N60E,TO-220
SiHP150N60E,TO-220
SiHP155N60EF,TO-220
SiHP15N50E,TO-220
SiHP15N60E,TO-220
SiHP15N65E,TO-220
SiHP16N50C,TO-220
SiHP17N60D,TO-220
SiHP17N80AE,TO-220
SiHP17N80AEF,TO-220
SiHP17N80E,TO-220
SiHP180N60E,TO-220
SiHP186N60EF,TO-220
SiHP18N50C,TO-220
SiHP18N60E,TO-220
SiHP20N50E,TO-220
SiHP21N60EF,TO-220
SiHP21N65EF,TO-220
SiHP22N60AE,TO-220
SiHP22N60E,TO-220
SiHP22N60EL,TO-220
SiHP22N60S,TO-220
SiHP22N65E,TO-220
SiHP23N60E,TO-220
SiHP24N65E,TO-220
SiHP24N65EF,TO-220
SiHP24N80AE,TO-220
SiHP24N80AEF,TO-220
SiHP25N40D,TO-220
SiHP25N50E,TO-220
SiHP25N60EFL,TO-220
SiHP28N60EF,TO-220
SiHP28N65E,TO-220
SiHP28N65EF,TO-220
SiHP30N60E,TO-220
SiHP33N60E,TO-220
SiHP33N60EF,TO-220
SiHP35N60E,TO-220
SiHP35N60EF,TO-220
SiHP38N60E,TO-220
SiHP4N80E,TO-220
SiHP5N50D,TO-220
SiHP690N60E,TO-220
SiHP6N40D,TO-220
SiHP6N65E,TO-220
SiHP6N80E,TO-220
SiHP7N60E,TO-220
SiHP8N50D,TO-220
SiHW21N80AE,TO-247
SiHW23N60E,TO-247
SiHW30N60E,TO-247
SiHW33N60E,TO-247AD
SiHW47N60E,TO-247AD
SiHW47N60EF,TO-247AD
SiHW47N65E,TO-247AD
SiHW61N65EF,TO-247AC
SiHW70N60EF,TO-247
SiHW73N60E,TO-247AD
SKF11N40,TO-3PF
SKF12N50,TO-3PF
SKF12N60,TO-3PF
SKF16N25,TO-3PF
SKF16N50,TO-3PF
SKF17N40,TO-3PF
SKF19N20,TO-3PF
SKF19N60,TO-3PF
SKF20N40,TO-3PF
SKF24N50,TO-3PF
SKF27N25,TO-3PF
SKF30N40,TO-3PF
SKF34N20,TO-3PF
SKF43N25,TO-3PF
SKF48N20,TO-3PF
SKF7N60,TO-3PF
SKF9N50,TO-3PF
SKH11N40,TO-3P
SKH12N50,TO-3P
SKH12N60,TO-3P
SKH16N25,TO-3P
SKH16N50,TO-3P
SKH17N40,TO-3P
SKH19N20,TO-3P
SKH19N60,TO-3P
SKH20N40,TO-3P
SKH24N50,TO-3P
SKH27N25,TO-3P
SKH30N40,TO-3P
SKH34N20,TO-3P
SKH43N25,TO-3P
SKH48N20,TO-3P
SKH7N60,TO-3P
SKH9N50,TO-3P
SKI03021,D²PAK/TO-263
SKI03036,D²PAK/TO-263
SKI03063,D²PAK/TO-263
SKI03087,D²PAK/TO-263
SKI04024,D²PAK/TO-263
SKI04033,D²PAK/TO-263
SKI04044,D²PAK/TO-263
SKI06048,D²PAK/TO-263
SKI06073,D²PAK/TO-263
SKI06106,D²PAK/TO-263
SKI07074,D²PAK/TO-263
SKI07114,D²PAK/TO-263
SKI07171,D²PAK/TO-263
SKI10123,D²PAK/TO-263
SKI10195,D²PAK/TO-263
SKI10297,D²PAK/TO-263
SKI10N20,I²PAK/TO-262
SKI11N40,I²PAK/TO-262
SKI12N60,I²PAK/TO-262
SKI16N25,I²PAK/TO-262
SKI19N20,I²PAK/TO-262
SKI1N60,I²PAK/TO-262
SKI2N40,I²PAK/TO-262
SKI2N50,I²PAK/TO-262
SKI2N60,I²PAK/TO-262
SKI3N40,I²PAK/TO-262
SKI3N50,I²PAK/TO-262
SKI4N20,I²PAK/TO-262
SKI4N25,I²PAK/TO-262
SKI4N50,I²PAK/TO-262
SKI4N60,I²PAK/TO-262
SKI5N40,I²PAK/TO-262
SKI5N60,I²PAK/TO-262
SKI6N25,I²PAK/TO-262
SKI6N50,I²PAK/TO-262
SKI7N20,I²PAK/TO-262
SKI7N40,I²PAK/TO-262
SKI7N60,I²PAK/TO-262
SKI9N25,I²PAK/TO-262
SKI9N50,I²PAK/TO-262
SKP10N20,TO-220
SKP11N40,TO-220
SKP12N50,TO-220
SKP12N60,TO-220
SKP16N25,TO-220
SKP17N40,TO-220
SKP19N20,TO-220
SKP1N60,TO-220
SKP202,D²PAK/TO-263
SKP253,D²PAK/TO-263
SKP27N25,TO-220
SKP2N40,TO-220
SKP2N50,TO-220
SKP2N60,TO-220
SKP34N20,TO-220
SKP3N40,TO-220
SKP3N50,TO-220
SKP4N20,TO-220
SKP4N25,TO-220
SKP4N50,TO-220
SKP4N60,TO-220
SKP5N40,TO-220
SKP5N60,TO-220
SKP6N25,TO-220
SKP6N50,TO-220
SKP70N06,TO-220
SKP7N20,TO-220
SKP7N40,TO-220
SKP7N60,TO-220
SKP9N25,TO-220
SKP9N50,TO-220
SKR10N20,DPAK/TO-252
SKR2N40,DPAK/TO-252
SKR2N50,DPAK/TO-252
SKR2N60,DPAK/TO-252
SKR3N40,DPAK/TO-252
SKR3N50,DPAK/TO-252
SKR4N20,DPAK/TO-252
SKR4N25,DPAK/TO-252
SKR4N50,DPAK/TO-252
SKR5N40,DPAK/TO-252
SKR6N25,DPAK/TO-252
SKR7N20,DPAK/TO-252
SKR9N25,DPAK/TO-252
SKS10N20,TO-220F
SKS11N40,TO-220F
SKS12N50,TO-220F
SKS12N60,TO-220F
SKS16N25,TO-220F
SKS17N40,TO-220F
SKS19N20,TO-220F
SKS1N60,TO-220F
SKS27N25,TO-220F
SKS2N40,TO-220F
SKS2N50,TO-220F
SKS2N60,TO-220F
SKS34N20,TO-220F
SKS3N40,TO-220F
SKS3N50,TO-220F
SKS4N20,TO-220F
SKS4N25,TO-220F
SKS4N50,TO-220F
SKS4N60,TO-220F
SKS5N40,TO-220F
SKS5N60,TO-220F
SKS6N25,TO-220F
SKS6N50,TO-220F
SKS7N20,TO-220F
SKS7N40,TO-220F
SKS7N60,TO-220F
SKS9N25,TO-220F
SKS9N50,TO-220F
SKU10N20,IPAK/TO-251
SKU1N60,IPAK/TO-251
SKU2N40,IPAK/TO-251
SKU2N50,IPAK/TO-251
SKU2N60,IPAK/TO-251
SKU3N40,IPAK/TO-251
SKU3N50,IPAK/TO-251
SKU4N20,IPAK/TO-251
SKU4N25,IPAK/TO-251
SKU4N50,IPAK/TO-251
SKU5N40,IPAK/TO-251
SKU6N25,IPAK/TO-251
SKU7N20,IPAK/TO-251
SKU9N25,IPAK/TO-251
SKW10N20,D²PAK/TO-263
SKW11N40,D²PAK/TO-263
SKW12N60,D²PAK/TO-263
SKW16N25,D²PAK/TO-263
SKW19N20,D²PAK/TO-263
SKW1N60,D²PAK/TO-263
SKW2N40,D²PAK/TO-263
SKW2N50,D²PAK/TO-263
SKW2N60,D²PAK/TO-263
SKW3N40,D²PAK/TO-263
SKW3N50,D²PAK/TO-263
SKW4N20,D²PAK/TO-263
SKW4N25,D²PAK/TO-263
SKW4N50,D²PAK/TO-263
SKW4N60,D²PAK/TO-263
SKW5N40,D²PAK/TO-263
SKW5N60,D²PAK/TO-263
SKW6N25,D²PAK/TO-263
SKW6N50,D²PAK/TO-263
SKW7N20,D²PAK/TO-263
SKW7N40,D²PAK/TO-263
SKW7N60,D²PAK/TO-263
SKW9N25,D²PAK/TO-263
SKW9N50,D²PAK/TO-263
SML1001R1AN,TO-3
SML1001R1AVR,TO-3
SML1001R1BN,TO-247
SML1001R1HN,TO-3P
SML1001R1HVR,TO-3P
SML1001R3AN,TO-3
SML1001R3BN,TO-247
SML1001R3HN,TO-3P
SML1001RHN,TO-3P
SML1002R4AN,TO-3
SML1002R4BN,TO-247
SML1002R4CN,TO-3P
SML1002RAN,TO-3
SML1002RBN,TO-247
SML1002RCN,TO-3P
SML1004R2AN,TO-3
SML1004R2BN,TO-247
SML1004R2CN,TO-3P
SML1004R2KN,TO-3P
SML1004RAN,TO-3
SML1004RBN,TO-247
SML1004RCN,TO-3P
SML1004RKN,TO-3P
SML10050LVR,TO-264/TO-3PL
SML10086BVR,TO-247
SML100A9,TO-3
SML100B11,TO-247
SML100B13,TO-247
SML100C4,TO-3P
SML100H11,TO-3P
SML100H9,TO-3P
SML100T21,TO-247
SML100W18,TO-264/TO-3PL
SML10B75,TO-247
SML10B75XX,TO-247
SML10L100,TO-264/TO-3PL
SML10M11LVR,TO-264/TO-3PL
SML10M19BLR,TO-247
SML10M25BVR,TO-247
SML10T75XX,TO-247
SML1201B8,TO-247
SML1201R5BVR,TO-247
SML1201R6BVR,TO-247
SML12080LVR,TO-264/TO-3PL
SML120B10,TO-247
SML120L16,TO-264/TO-3PL
SML12303,TO-3
SML1258,TO-3
SML1258C,TO-3
SML1258S,TO-3
SML20B56,TO-247
SML20B67,TO-247
SML20H45,TO-3P
SML20L100,TO-264/TO-3PL
SML20M22LVFR,TO-264/TO-3PL
SML20M22LVR,TO-264/TO-3PL
SML20M38BVR,TO-247
SML20M45BVFR,TO-247
SML20M45BVR,TO-247
SML20T75,TO-264/TO-3PL
SML20W65,TO-264/TO-3PL
SML2166,TO-3
SML2167,TO-3
SML2168,TO-66
SML30A33,TO-3
SML30B40,TO-247
SML30B48,TO-247
SML30L76,TO-264/TO-3PL
SML30M40LVFR,TO-264/TO-3PL
SML30M40LVR,TO-264/TO-3PL
SML30M70BVFR,TO-247
SML30M70BVR,TO-247
SML30M85AVR,TO-3
SML30M85BVFR,TO-247
SML30M85BVR,TO-247
SML4005,TO-3
SML4005S,TO-3
SML4007,TO-3
SML4009,TO-3
SML4014,TO-3
SML4014AVR,TO-3
SML4014BVR,TO-247
SML4016BVR,TO-247
SML4017,TO-3
SML4017A,TO-3
SML4020BN,TO-247
SML4025AN,TO-3
SML4025BN,TO-247
SML4030AN,TO-3
SML4030BN,TO-247
SML4030CN,TO-3P
SML4040AN,TO-3
SML4040BN,TO-247
SML4040CN,TO-3P
SML4045CP1,TO-3
SML4065AN,TO-3
SML4065BN,TO-247
SML4065CN,TO-3P
SML4065GN,TO-220
SML4080AN,TO-3
SML4080BN,TO-247
SML4080CN,TO-3P
SML4080GN,TO-220
SML40A26,TO-3
SML40B27,TO-247
SML40B28,TO-247
SML40B37,TO-247
SML40H22,TO-247
SML40H28,TO-247
SML5010LVFR,TO-264/TO-3PL
SML5010LVR,TO-264/TO-3PL
SML5010WVR,TO-264/TO-3PL
SML5017BVFR,TO-264/TO-3PL
SML5017BVR,TO-264/TO-3PL
SML501R1AN,TO-3
SML501R1BN,TO-247
SML501R1CN,TO-3P
SML501R1GN,TO-220
SML5020AVR,TO-3
SML5020BN,TO-247
SML5020BVFR,TO-247
SML5020BVR,TO-247
SML5022BN,TO-247
SML5024AVR,TO-3
SML5024BVFR,TO-247
SML5024BVR,TO-247
SML5025AN,TO-3
SML5025BN,TO-247
SML5028AVR,TO-3
SML5028BVR,TO-247
SML5028CVR,TO-3P
SML5030AN,TO-3
SML5030BN,TO-247
SML5040AN,TO-3
SML5040BN,TO-247
SML5040CN,TO-3P
SML5050AN,TO-3
SML5050BN,TO-247
SML5050CN,TO-3P
SML5085AN,TO-3
SML5085BN,TO-247
SML5085CN,TO-3P
SML50A15,TO-3
SML50A19,TO-3
SML50A21,TO-3
SML50A23,TO-3
SML50B20,TO-247
SML50B22,TO-247
SML50B26,TO-247
SML50B26F,TO-247
SML50B30,TO-247
SML50C15,TO-3P
SML50H19,TO-3P
SML50H24,TO-3P
SML50L37,TO-264/TO-3PL
SML50L47,TO-264/TO-3PL
SML50T47,TO-247
SML50W40,TO-264/TO-3PL
SML6015LVR,TO-264/TO-3PL
SML6015WVR,TO-264/TO-3PL
SML601R3AN,TO-3
SML601R3BN,TO-247
SML601R3CN,TO-3P
SML601R3GN,TO-220
SML601R3KN,TO-220
SML601R6AN,TO-3
SML601R6BN,TO-247
SML601R6CN,TO-3P
SML601R6GN,TO-220
SML601R6KN,TO-220
SML6025BVR,TO-247
SML6030AVR,TO-3
SML6030BN,TO-247
SML6030BVR,TO-247
SML6033BN,TO-247
SML6035AVR,TO-3
SML6035BVR,TO-247
SML6040AN,TO-3
SML6040BN,TO-247
SML6040BVR,TO-247
SML6040CVR,TO-3P
SML6045AN,TO-3
SML6045BN,TO-247
SML6060AN,TO-3
SML6060BN,TO-247
SML6060CN,TO-3P
SML6070AN,TO-3
SML6070BN,TO-247
SML6070CN,TO-3P
SML60A16,TO-3
SML60A18,TO-3
SML60B18,TO-247
SML60B21,TO-247
SML60B25,TO-247
SML60H16,TO-247
SML60H20,TO-247
SML60L38,TO-264/TO-3PL
SML60T38,TO-247
SML60W32,TO-264/TO-3PL
SML801R2AN,TO-3
SML801R2BN,TO-247
SML801R2CN,TO-3P
SML801R4AN,TO-3
SML801R4BN,TO-247
SML801R4CN,TO-3P
SML802R4AN,TO-3
SML802R4BN,TO-247
SML802R4CN,TO-3P
SML802R4GN,TO-220
SML802R4KN,TO-220
SML802R8AN,TO-3
SML802R8BN,TO-247
SML802R8CN,TO-3P
SML802R8GN,TO-220
SML802R8KN,TO-220
SML8030LVR,TO-264/TO-3PL
SML8056BVR,TO-247
SML8065AVR,TO-3
SML8065BVR,TO-247
SML8075AN,TO-3
SML8075BN,TO-247
SML8090AN,TO-3
SML8090BN,TO-247
SML80A12,TO-3
SML80B12,TO-247
SML80B13,TO-247
SML80B13F,TO-247
SML80B16,TO-247
SML80H12,TO-3P
SML80H14,TO-3P
SML80L27,TO-264/TO-3PL
SML80T27,TO-247
SML901R1AN,TO-3
SML901R3AN,TO-3
SML901RHN,TO-3P
SMM20N50,TO-3
SMM60N05,TO-3
SMM60N06,TO-3
SMM70N05,TO-3
SMM70N06,TO-3
SMM70N10,TO-3
SMP25N05,TO-220
SMP25N06,TO-220
SMP30N10,TO-220
SMP40N10,TO-220
SMP50N05,TO-220
SMP50N06,TO-220
SMP60N05,TO-220
SMP60N06,TO-220
SPA02N80C3,TO-220F
SPA03N60C3,TO-220F
SPA04N50C3,TO-220F
SPA04N60C2,TO-220F
SPA04N60C3,TO-220F
SPA04N80C3,TO-220F
SPA06N60C3,TO-220F
SPA06N80C3,TO-220F
SPA07N60C3,TO-220F
SPA07N60CFD,TO-220F
SPA07N65C3,TO-220F
SPA08N50C3,TO-220F
SPA08N80C3,TO-220F
SPA11N60C3,TO-220F
SPA11N60C3E8185,TO-220F
SPA11N60CFD,TO-220F
SPA11N65C3,TO-220F
SPA11N80C3,TO-220F
SPA12N50C3,TO-220F
SPA15N60C3,TO-220F
SPA15N60CFD,TO-220F
SPA15N65C3,TO-220F
SPA16N50C3,TO-220F
SPA17N80C3,TO-220F
SPA20N60C2,TO-220F
SPA20N60C3,TO-220F
SPA20N60CFD,TO-220F
SPA20N65C3,TO-220F
SPA21N50C3,TO-220F
SPB02N60C3,D²PAK/TO-263
SPB02N60S5,D²PAK/TO-263
SPB03N60C3,D²PAK/TO-263
SPB03N60S5,D²PAK/TO-263
SPB04N50C3,D²PAK/TO-263
SPB04N60C2,D²PAK/TO-263
SPB04N60C3,D²PAK/TO-263
SPB04N60S5,D²PAK/TO-263
SPB07N60C3,D²PAK/TO-263
SPB07N60S5,D²PAK/TO-263
SPB08P06P,D²PAK/TO-263
SPB100N03S2-03,D²PAK/TO-263
SPB100N03S2L-03,D²PAK/TO-263
SPB100N04S2-04,D²PAK/TO-263
SPB100N04S2L-03,D²PAK/TO-263
SPB100N06S2-05,D²PAK/TO-263
SPB100N06S2L-05,D²PAK/TO-263
SPB100N08S2-07,D²PAK/TO-263
SPB100N08S2L-07,D²PAK/TO-263
SPB10N10,D²PAK/TO-263
SPB10N10L,D²PAK/TO-263
SPB11N60C3,D²PAK/TO-263
SPB11N60S5,D²PAK/TO-263
SPB12N50C3,D²PAK/TO-263
SPB160N04S2,D²PAK/TO-263
SPB16N50C3,D²PAK/TO-263
SPB17N80C2,D²PAK/TO-263
SPB17N80C3,D²PAK/TO-263
SPB18P06P,D²PAK/TO-263
SPB20N60C2,D²PAK/TO-263
SPB20N60C3,D²PAK/TO-263
SPB20N60S5,D²PAK/TO-263
SPB21N10,D²PAK/TO-263
SPB21N50,D²PAK/TO-263
SPB21N50C3,D²PAK/TO-263
SPB30N03,D²PAK/TO-263
SPB35N10,D²PAK/TO-263
SPB42N03S2L-13,D²PAK/TO-263
SPB46N03,D²PAK/TO-263
SPB47N10,D²PAK/TO-263
SPB47N10L,D²PAK/TO-263
SPB70N10L,D²PAK/TO-263
SPB73N03S2L-08,D²PAK/TO-263
SPB77N06S2-12,D²PAK/TO-263
SPB80N03,D²PAK/TO-263
SPB80N03L,D²PAK/TO-263
SPB80N03S2-03,D²PAK/TO-263
SPB80N03S2L-03,D²PAK/TO-263
SPB80N03S2L-04,D²PAK/TO-263
SPB80N03S2L-05,D²PAK/TO-263
SPB80N03S2L-06,D²PAK/TO-263
SPB80N04S2-04,D²PAK/TO-263
SPB80N04S2-H4,D²PAK/TO-263
SPB80N04S2L-03,D²PAK/TO-263
SPB80N06S-08,D²PAK/TO-263
SPB80N06S2-05,D²PAK/TO-263
SPB80N06S2-07,D²PAK/TO-263
SPB80N06S2-08,D²PAK/TO-263
SPB80N06S2-09,D²PAK/TO-263
SPB80N06S2-H5,D²PAK/TO-263
SPB80N06S2L-05,D²PAK/TO-263
SPB80N06S2L-06,D²PAK/TO-263
SPB80N06S2L-07,D²PAK/TO-263
SPB80N06S2L-09,D²PAK/TO-263
SPB80N06S2L-11,D²PAK/TO-263
SPB80N06S2L-H5,D²PAK/TO-263
SPB80N06SL,D²PAK/TO-263
SPB80N08S2-07,D²PAK/TO-263
SPB80N08S2L-07,D²PAK/TO-263
SPB80N10L,D²PAK/TO-263
SPB80P06P,D²PAK/TO-263
SPD01N60C3,DPAK/TO-252
SPD02N50C3,DPAK/TO-252
SPD02N60C3,DPAK/TO-252
SPD02N60S5,DPAK/TO-252
SPD02N80C3,DPAK/TO-252
SPD03N50C3,DPAK/TO-252
SPD03N60C3,DPAK/TO-252
SPD03N60S5,DPAK/TO-252
SPD04N50C3,DPAK/TO-252
SPD04N60C3,DPAK/TO-252
SPD04N60S5,DPAK/TO-252
SPD04N80C3,DPAK/TO-252
SPD04P10P,DPAK/TO-252
SPD04P10PL,DPAK/TO-252
SPD06N60C3,DPAK/TO-252
SPD06N80C3,DPAK/TO-252
SPD07N20G,DPAK/TO-252
SPD07N60C3,DPAK/TO-252
SPD07N60S5,DPAK/TO-252
SPD08N05L,DPAK/TO-252
SPD08N10,DPAK/TO-252
SPD08N50C3,DPAK/TO-252
SPD08P06P,DPAK/TO-252
SPD09N05,DPAK/TO-252
SPD09P06PL,DPAK/TO-252
SPD15P10P,DPAK/TO-252
SPD15P10PL,DPAK/TO-252
SPD18P06P,DPAK/TO-252
SPD19DP10NM,DPAK/TO-252
SPD30N03S2L,DPAK/TO-252
SPD30P06P,DPAK/TO-252
SPD50N03S2,DPAK/TO-252
SPI07N60C3,I²PAK/TO-262
SPI07N60S5,I²PAK/TO-262
SPI07N65C3,I²PAK/TO-262
SPI08N50C3,I²PAK/TO-262
SPI08N80C3,I²PAK/TO-262
SPI100N03S2-03,I²PAK/TO-262
SPI100N03S2L-03,I²PAK/TO-262
SPI10N10,I²PAK/TO-262
SPI10N10L,I²PAK/TO-262
SPI11N60C3,I²PAK/TO-262
SPI11N60CFD,I²PAK/TO-262
SPI11N60S5,I²PAK/TO-262
SPI11N65C3,I²PAK/TO-262
SPI12N50C3,I²PAK/TO-262
SPI15N60C3,I²PAK/TO-262
SPI15N60CFD,I²PAK/TO-262
SPI15N65C3,I²PAK/TO-262
SPI16N50C3,I²PAK/TO-262
SPI20N60C3,I²PAK/TO-262
SPI20N60CFD,I²PAK/TO-262
SPI20N65C3,I²PAK/TO-262
SPI21N10,I²PAK/TO-262
SPI21N50C3,I²PAK/TO-262
SPI35N10,I²PAK/TO-262
SPI42N03S2L-13,I²PAK/TO-262
SPI47N10,I²PAK/TO-262
SPI47N10L,I²PAK/TO-262
SPI70N10L,I²PAK/TO-262
SPI73N03S2L-08,I²PAK/TO-262
SPI80N03S2-03,I²PAK/TO-262
SPI80N03S2L-03,I²PAK/TO-262
SPI80N03S2L-04,I²PAK/TO-262
SPI80N03S2L-05,I²PAK/TO-262
SPI80N03S2L-06,I²PAK/TO-262
SPI80N04S2-04,I²PAK/TO-262
SPI80N04S2-H4,I²PAK/TO-262
SPI80N06S-08,I²PAK/TO-262
SPI80N06S2-05,I²PAK/TO-262
SPI80N06S2-07,I²PAK/TO-262
SPI80N06S2-08,I²PAK/TO-262
SPI80N06S2L-05,I²PAK/TO-262
SPI80N06S2L-11,I²PAK/TO-262
SPI80N08S2-07,I²PAK/TO-262
SPI80N10L,I²PAK/TO-262
SPP02N60C3,TO-220
SPP02N60S5,TO-220
SPP02N80C3,TO-220
SPP03N60C3,TO-220
SPP03N60S5,TO-220
SPP04N50C3,TO-220
SPP04N60C2,TO-220
SPP04N60C3,TO-220
SPP04N60S5,TO-220
SPP04N80C3,TO-220
SPP06N60C3,TO-220
SPP06N80C2,TO-220
SPP06N80C3,TO-220
SPP07N60C3,TO-220
SPP07N60CFD,TO-220
SPP07N60S5,TO-220
SPP07N65C3,TO-220
SPP08N50C3,TO-220
SPP08N80C3,TO-220
SPP08P06P,TO-220
SPP100N03S2-03,TO-220
SPP100N03S2L-03,TO-220
SPP100N04S2-04,TO-220
SPP100N04S2L-03,TO-220
SPP100N06S2-05,TO-220
SPP100N06S2L-05,TO-220
SPP100N08S2-07,TO-220
SPP100N08S2L-07,TO-220
SPP10N10,TO-220
SPP10N10L,TO-220
SPP11N60C3,TO-220
SPP11N60CFD,TO-220
SPP11N60S5,I²PAK/TO-262
SPP11N65C3,TO-220
SPP11N80C3,TO-220
SPP12N50C3,TO-220
SPP15N60C3,TO-220
SPP15N60CFD,TO-220
SPP15N65C3,TO-220
SPP15P10P,TO-220
SPP16N50C3,TO-220
SPP17N80C2,TO-220
SPP17N80C3,TO-220
SPP18P06P,TO-220
SPP20N60C2,TO-220
SPP20N60C3,TO-220
SPP20N60CFD,TO-220
SPP20N60S5,TO-220
SPP20N65C3,TO-220
SPP21N10,TO-220
SPP21N50C3,TO-220
SPP24N60C3,TO-220
SPP24N60CFD,TO-220
SPP30N03,TO-220
SPP35N10,TO-220
SPP42N03S2L-13,TO-220
SPP46N03,TO-220
SPP47N10,TO-220
SPP47N10L,TO-220
SPP70N10L,TO-220
SPP73N03S2L-08,TO-220
SPP77N06S2-12,TO-220
SPP80N03L,TO-220
SPP80N03S2-03,TO-220
SPP80N03S2L-03,TO-220
SPP80N03S2L-04,TO-220
SPP80N03S2L-05,TO-220
SPP80N03S2L-06,TO-220
SPP80N04S2-04,TO-220
SPP80N04S2-H4,TO-220
SPP80N04S2L-03,TO-220
SPP80N06S-08,TO-220
SPP80N06S2-05,TO-220
SPP80N06S2-07,TO-220
SPP80N06S2-08,TO-220
SPP80N06S2-09,TO-220
SPP80N06S2-H5,TO-220
SPP80N06S2L-05,TO-220
SPP80N06S2L-06,TO-220
SPP80N06S2L-07,TO-220
SPP80N06S2L-09,TO-220
SPP80N06S2L-11,TO-220
SPP80N06S2L-H5,TO-220
SPP80N08S2-07,TO-220
SPP80N08S2L-07,TO-220
SPP80N10L,TO-220
SPP80P06P,TO-220
SPU01N50,IPAK/TO-251
SPU01N60C3,IPAK/TO-251
SPU02N60C3,IPAK/TO-251
