产品网址：http://www.i-core.cn/proshow/921.html
产品结构：root->产品中心-无锡中微爱芯电子有限公司

|产品名称|产品型号|功能描述|
|--|--|--|
|9P 系列 8-Bit RISC MCU|AiP9M252|工作电压范围：VBAT=LVR~3.6V(252/253) 、VBAT=LVR~1.8V(252L/253L)；MTP ROM ：252/252L：2K×14 、253/253L：4K×14；I/O ：开漏输出、CMOS 推挽输出、可设置上拉电阻的施密特触发输入；三个独立的定时器：Timer0(TM0)：8 位定时器，带有 1~256 分频选项、Timer1(TM1)：8 位定时器，带有 1~256 分频选项、Timer2(T2)：21 位定时器，带有 4 个中断周期选项；中断：三个外部中断(INT0~INT2)、Timer0/Timer1/Timer2 中断、PWM0 中断、RFC 溢出中断；LCD:4 节亮度可调用于 VLCD (仅适用于 1/3 LCD Bias)、可选择 1/3 duty or 1/4 duty；低电池电压检测器（LBD）：252/253：2.4V~3.0V、252L/253L：1.2V~1.5V；封装形式：252/252L：DIE/SSOP48、253/253L：DIE/LQFP48 7*7/DIE/LQFP64 7*7|
