产品网址：http://en.tiandy.com/index.php?s=/Home/Product/lists/category/261.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|2MP Fixed Starlight IR Bullet Camera|TC-C32WS|Metal+plastic housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|2MP Fixed Starlight Turret Camera|TC-C32XS|Metal+plastic housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|2MP Fixed Starlight IR Bullet Camera|TC-C32WS|Metal+plastic housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|2MP Fixed Starlight IR Dome Camera|TC-C32KS|Metal+plastic housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|2MP Fixed Turret Camera（colormaker）|TC-C32XP|Metal housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|2MP Fixed Turret Camera（colormaker）|TC-C32XP|Metal+plastic housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|2MP Fixed IR Turret Camera|TC-C32XN|Metal housing，Up to Max. Resolution，S+265/H.265/H.264B/H.264M/H.264H|
|2MP Fixed IR Turret Camera|TC-C32XN|Metal+plastic housing，Up to Max. Resolution，S+265/H.265/H.264B/H.264M/H.264H|
|2MP Fixed Bullet Camera（colormaker）|TC-C32WP|Metal housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|2MP Fixed Bullet Camera（colormaker）|TC-C32WP|Metal housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
