产品网址：http://en.tiandy.com/index.php?s=/Home/Product/lists/category/266/p/2.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|5MP Motorized Starlight IR Bullet Camera|TC-C35US|Metal housing，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|5MP Starlight Motorized IR Bullet Camera|TC-C35TS|Metal housing，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|5MP Motorized Starlight IR Dome Camera|TC-C35SS|Metal housing，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|5MP Mini Dome Camera|TC-C35PS|Metal housing，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|5MP Mini Dome Camera|TC-C35PS|Metal housing，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|5MP Starlight Motorized IR Dome Camera|TC-C35MS|Metal housing，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|5MP Motorized Starlight IR Dome Camera|TC-C35MS|Metal housing，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|5MP Super Starlight Motorized IR Dome Camera|TC-C35MP|Metal housing，Up to Max. Resolution，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG|
|5MP Thermography Bullet Camera|TC-C35LQ|Metal Housing，256×192 resolution, 12 μm, Vox，Temperature exception alarm for fire prevention|
|5MP Thermography Bullet Camera|TC-C35LQ|Metal Housing，256×192 resolution, 12 μm, Vox，Temperature exception alarm for fire prevention|
