产品网址：http://en.tiandy.com/index.php?s=/Home/Product/lists/category/310/p/2.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|2MP Fixed Bullet Camera（colormaker）|TC-C32QN|Metal+plastic housing，Up to Max. 1920×1080 resolution，S+265/H.265/H.264B/H.264M/H.264H|
|4MP Fixed Turret Camera（colormaker）|TC-C34XN|Metal+plastic housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.02Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|2MP Fixed Bullet Camera（colormaker）|TC-C32QN|Metal+plastic housing，Up to Max. 1920×1080 resolution，S+265/H.265/H.264B/H.264M/H.264H|
|4MP Fixed Turret Camera|TC-C34XN|Metal+plastic housing，Up to Max. 2560×1440 resolution，S+265/H.265/H.264B/H.264M/H.264H|
|4MP Fixed Color Maker IR Bullet Camera（colormaker）|TC-C34WS|Metal housing，Up to Max. 2592×1520 resolution，S+265/H.265/H.264B/H.264M/H.264H|
|4MP Fixed Color Maker IR Bullet Camera（colormaker）|TC-C34WS|Metal housing，Up to Max. 2592×1520 resolution，S+265/H.265/H.264B/H.264M/H.264H|
|4MP Motorized IR Bullet Camera|TC-C34UN|Metal+plastic housing，Up to Max. 2688×1520 resolution，S+265/H.265/H.264B/H.264M/H.264H|
|4MP Fixed Bullet Camera（colormaker）|TC-C34QN|Metal+plastic housing，Up to Max. 2688×1520 resolution，S+265/H.265/H.264B/H.264M/H.264H|
|4MP Fixed Bullet Camera（colormaker）|TC-C34QN|Metal+plastic housing，Up to Max. 2688×1520 resolution，S+265/H.265/H.264B/H.264M/H.264H|
|4MP Fixed Color Maker IR Turret Camera（colormaker）|TC-C34XS|Metal housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
