产品网址：http://en.tiandy.com/index.php?s=/Home/Product/lists/category/255.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|2MP Fixed Turret Camera（colormaker）|TC-C32XN|Metal+plastic housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.02Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|2MP Motorized IR Bullet Camera|TC-C32UN|Metal+plastic housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.02Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|2MP Fixed Bullet Camera（colormaker）|TC-C32QN|Metal+plastic housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.02Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|2MP Fixed Bullet Camera（colormaker）|TC-C32QN|Metal+plastic housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.02Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|2MP Fixed Starlight IR Dome Camera|TC-C32KS|Metal+plastic housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|2MP Fixed IR Dome Camera|TC-C32KN|Plastic housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.02Lux@(F2.0,AGC ON),B/W:0Lux with IR|
|2MP Fixed IR Dome Camera|TC-C32KN|Plastic housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.02Lux@(F2.0,AGC ON),B/W:0Lux with IR|
|2MP Motorized IR Dome Camera|TC-C32KN|Plastic housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.02Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|2MP Fixed Starlight IR Turret Camera|TC-C32HS|Metal+plastic housing，S+265/H.265/H.264B/H.264M/H.264H，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|2MP Fixed IR Turret Camera|TC-C32HN|Metal+Plastic Housing，Up to 1920x1080@30fps，S+265/H.265/H.264|
