产品网址：http://en.tiandy.com/index.php?s=/Home/Product/lists/category/330.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|4MP Motorized IR Bullet Camera|TC-C34UN|Metal+plastic housing，Up to Max. 2688x1520 Resolution，S+265/H.265/H.264B/H.264M/H.264H|
|2MP Motorized IR Bullet Camera|TC-C32UN|Metal+plastic housing，Up to Max. 1920x1080 Resolution，Color:0.02Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|4MP Fixed Starlight IR Bullet Camera|TC-C34WS|Metal Housing，Up to Max. 2560×1440 Resolution，S+265/H.265/H.264|
|4MP Fixed Starlight IR Bullet Camera|TC-C34WS|Metal Housing，Up to Max. 2560×1440 Resolution，S+265/H.265/H.264|
|2MP Fixed Starlight IR Bullet Camera|TC-C32WS|Metal Housing，Up to Max. 1920×1080 Resolution，S+265/H.265/H.264|
|2MP Fixed Starlight IR Bullet Camera|TC-C32WS|Metal Housing，Up to Max. 1920×1080 Resolution，S+265/H.265/H.264|
|4MP Motorized IR Dome Camera|TC-C34MN|Plastic housing，Up to Max. 2688x1520 Resolution，S+265/H.265/H.264B/H.264M/H.264H|
|2MP Motorized IR Dome Camera|TC-C32MN|Plastic housing，Up to Max. 1920x1080 Resolution，S+265/H.265/H.264B/H.264M/H.264H|
|2MP Fixed Starlight IR Dome Camera|TC-C32KS|Metal+Plastic Housing，Up to Max. 1920x1080 Resolution，S+265/H.265/H.264|
