company_name,title,product_url,Product Model,base_info,root_category_name,root_category_id,category_name,category_id,sub_category_name,sub_category_id,detail_category_name,detail_category_id
上海奔流电子有限公司,抢答器,http://www.benliu.com.cn/ProductCenter/index.aspx?lcid=3,E90、E100、E200、E210、E300、E400、E600 无线彩显记分双用抢答器、E800 平板互动无线抢答系统、G4-600-700,无,无,0,无,0,无,0,无,0
上海奔流电子有限公司,答题器,http://www.benliu.com.cn/ProductCenter/index.aspx?lcid=1,B180,无,无,0,无,0,无,0,无,0
上海奔流电子有限公司,抢答器,http://www.benliu.com.cn/ProductCenter/info.aspx?itemid=51&lcid=3,E300,无,无,0,无,0,无,0,无,0
上海奔流电子有限公司,抢答器,http://www.benliu.com.cn/ProductCenter/info.aspx?itemid=50&lcid=3,E400,无,无,0,无,0,无,0,无,0
上海奔流电子有限公司,抢答器,http://www.benliu.com.cn/ProductCenter/info.aspx?itemid=70&lcid=3,G4-600-700,无,无,0,无,0,无,0,无,0
上海奔流电子有限公司,抢答器,http://www.benliu.com.cn/ProductCenter/index.aspx?page=2,BF-S16,无,无,0,无,0,无,0,无,0
上海奔流电子有限公司,讲解器,http://www.benliu.com.cn/ProductCenter/index.aspx?lcid=2,BF-S16,无,无,0,无,0,无,0,无,0
上海奔流电子有限公司,抢答器,http://www.benliu.com.cn/ProductCenter/info.aspx?itemid=58&lcid=3,E800 平板互动无线抢答系统,无,无,0,无,0,无,0,无,0
上海奔流电子有限公司,抢答器,http://www.benliu.com.cn/ProductCenter/info.aspx?itemid=57&lcid=3,E600 无线彩显记分双用抢答器,无,无,0,无,0,无,0,无,0
上海奔流电子有限公司,抢答器,http://www.benliu.com.cn/ProductCenter/info.aspx?itemid=52&lcid=3,E90,无,无,0,无,0,无,0,无,0
上海奔流电子有限公司,抢答器,http://www.benliu.com.cn/ProductCenter/index.aspx,E90、E100、E200、E210、E300、E400、E600 无线彩显记分双用抢答器、E800 平板互动无线抢答系统、G4-600-700、B180,无,无,0,无,0,无,0,无,0
上海奔流电子有限公司,抢答器,http://www.benliu.com.cn/ProductCenter/info.aspx?itemid=5&lcid=3,E100,无,无,0,无,0,无,0,无,0
上海奔流电子有限公司,抢答器,http://www.benliu.com.cn/ProductCenter/info.aspx?itemid=55&lcid=3,E200,无,无,0,无,0,无,0,无,0
上海奔流电子有限公司,抢答器,http://www.benliu.com.cn/ProductCenter/info.aspx?itemid=56&lcid=3,E210,无,无,0,无,0,无,0,无,0
