产品网址：http://en.tiandy.com/index.php?s=/Home/Product/lists/category/310.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|6MP WIFI PT Camera|TC-H363N|Plastic Housing，Up to 2304x1296 resolution，S+265/H.265/H.264|
|4MP Motorized IR Dome Camera|TC-C34KN|Plastic housing，Up to Max. 2688×1520 resolution，S+265/H.265/H.264B/H.264M/H.264H|
|2MP Fixed Turret Camera|TC-C32XN|Metal+plastic housing，Up to Max. 1920×1080 resolution，S+265/H.265/H.264B/H.264M/H.264H|
|4MP Fixed IR Bullet Camera|TC-C34QN|Metal+plastic housing，Up to Max. 2560×1440 resolution，S+265/H.265/H.264B/H.264M/H.264H|
|4MP Fixed IR Bullet Camera|TC-C34QN|Metal+plastic housing，Up to Max. 2560×1440 resolution，S+265/H.265/H.264B/H.264M/H.264H|
|8MP Fixed Starlight IR Dome Camera|TC-C38KS|Metal+plastic housing，Up to Max. 3840×2160 resolution，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG|
|8MP Fixed Starlight IR Bullet Camera|TC-C38WS|Metal housing，Up to Max. 3840×2160 resolution，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG|
|8MP Fixed Starlight IR Bullet Camera|TC-C38WS|Metal housing，Up to Max. 3840×2160 resolution，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG|
|Dual 2MP Fixed IR Bullet Camera|TC-C32RN|Plastic housing，Up to Max. 1920×1080 resolution，S+265/H.265/H.264B/H.264M/H.264H|
|Dual 2MP Fixed IR Bullet Camera|TC-C32RN|Plastic housing，Up to Max. 1920×1080 resolution，S+265/H.265/H.264B/H.264M/H.264H|
