产品网址：http://en.tiandy.com/index.php?s=/Home/Product/lists/category/266.html
产品结构：root->TiandyTechnologies

|产品名称|产品型号|功能描述|
|----|----|----|
|5MP Starlight IR Bullet Camera|TC-C35JS|Metal housing，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|5MP Fixed Starlight IR Turret Camera|TC-C35XS|Metal housing，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|5MP Starlight IR Turret Camera|TC-C35XS|Metal housing，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|5MP Fixed EW Camera（colormaker）|TC-C35XQ|Metal housing，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|5MP Fixed Starlight IR Bullet Camera|TC-C35WS|Metal housing，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|5MP Fixed Starlight IR Bullet Camera|TC-C35WS|Metal housing，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|5MP Starlight IR Bullet Camera|TC-C35WS|Metal housing，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|5MP Starlight IR Bullet Camera|TC-C35WS|Metal housing，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|5MP Fixed EW Camera（colormaker）|TC-C35WQ|Metal housing，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
|5MP Fixed EW Camera（colormaker）|TC-C35WQ|Metal housing，S+265/H.265/H.264B/H.264M/H.264H/Motion JPEG，Color:0.002Lux@(F1.6,AGC ON),B/W:0Lux with IR|
