产品网址：http://www.lynuc.cn/pro_detail.aspx?cid=427&id=118
产品结构：首页->产品中心->操作面板->15英寸嵌入式电容触控显示器-

|产品名称|产品型号|功能描述|
|--|--|--|
|操作面板|无|15 英寸嵌入式电容触控显示器|

I/O接口,触摸接口,USB触摸*1
I/O接口,DVI/VGA/HDMI,DVI*1/VGA*1
I/O接口,电源端子,DC Jack*1
I/O接口,接地,接地螺丝*1
电源和机构,材料,全钢型箱体结构、铝镁合金面板
电源和机构,安装,嵌入式/后置VESA
电源和机构,电源供应,DC 12V适配器 40W
电源和机构,电源输入,DC 12V电压输入
液晶屏,尺寸/类型,"15"" TFT LCD"
液晶屏,分辨率,1024×768
液晶屏,外形尺寸,326.5（H）× 253.5（V）× 9.6（D）mm
液晶屏,显示面积,304.1（H）× 228.1（V）mm
液晶屏,像素间距,0.297（H）×0.297（V）mm
液晶屏,最大色彩,16.7M
液晶屏,背光,WLED
液晶屏,背光MTBF,50000hrs
液晶屏,亮度,400cd/m2
触摸屏,尺寸/类型,"15""投射电容屏"
触摸屏,支持触摸点数,10点
触摸屏,触摸方式,手指或电容笔触摸
触摸屏,表面硬度,≥7H
触摸屏,使用寿命,1亿次
触摸屏,工作温度,0 ~ +70℃
触摸屏,储存温度,-20 ~ +70℃
触摸屏,相对湿度,90% RH
触摸屏,震动,"50~500Hz,1.5G,0.15mm 峰峰值"
触摸屏,冲击,10G/peak（11ms sec）


有问题咨询我们？
点击留言
