产品网址：http://www.jszhdz.net/page13?product_id=57
产品结构：root->环保补光灯，多合一补光灯，支持1202-2022新标准。支持非环保相机实现环保灯功能。

|产品名称|产品型号|功能描述|
|--|--|--|
|环保补光灯（二代含红外）|无|支持非环保相机实现环保灯功能，支持最新补光灯标准 1202-2022。无需更换相机，即可实现环保灯功能，白天和夜间效果均可达到环保相机效果。内置先进的稳压技术，保障输出功率的稳定和一致性。采用步进电机控制红外叶片的切换。采用暖色 16 颗欧司朗高光效灯珠，单颗灯珠功率 5W。气体放电回电时间≤50MS，支持抓拍 2 张连闪。支持闪光保护功能，超过 5HZ 频率触发闪光信号则保护 10 秒，直到干扰信号消失之后 10 秒恢复正常。LED 频闪与 LED 闪光功率可调，通过调节脉宽与峰值功率实现亮度的调节。支持爆闪计数功能，断电可续存。产品标配标准万向节，安装调试方便。IP66 防护等级。高截止光学透镜设计，降低光污染。支持 RS485 远程升级程序。支持在摄像机 WEB 上远程显示补光灯故障、正常状态（仅对接协议交通摄像机）|

型号,CXBG-1/2-PS/MC-ZH-HB-K1196W-IR2
应用范围,超速/卡口/反向卡口
适用车道数,1  车道
信号触发,脉宽触发/边沿触发
RS485  接口,支持1路RS485，支持电脑或者摄像机控制
输入电压,AC 220V  ±20%
LED  芯片,16  颗欧司朗高光效产品
LED  角度,高截止凸透镜
频闪频率,0-100HZ  （可选自动倍频或相机倍频）
频闪脉宽,支持1-40%占空比可调
LED  频闪峰值功率,60-200W  可调
LED  闪光峰值功率,500W  软件可调
日夜切换,频闪信号或者485信号切换
闪光回电时间,气体≤50ms，LED≤20ms
闪光能量,150J
气体色温,5000K~6000K
红外波长,截止700nm
LED  色温,3000-3500K
气体闪光时间,300us  （支持软件可调）
气体闪光寿命,1500  万次
工作温度,-40  ℃ - 70℃
外壳颜色,白色
外壳材料,高品质铝、钢化玻璃
防护等级,IP66
重量,5KG
尺寸,277*280*340
