产品网址：http://www.jszhdz.net/page13?product_id=63
产品结构：root->多合一环保补光灯

|产品名称|产品型号|功能描述|
|--|--|--|
|多合一环保补光灯|无|本款产品为降低光污染的环保/生态型卡口补光产品，主要适用于双光/双帧融合摄像机，该产品集 LED 暖光频闪、闪光与气体白光爆闪、气体红外爆闪多功能于一体，可减少安装施工调试的成本，减少杆件上设备数量同时提升整体美感。本产品主要使用于超速抓拍、卡口、反向卡口等智能交通场景，是现在和未来主流的降低光污染的补光产品。|

型号,CXBG-1-1-PS-A-ZH-HB-K2220W-IR2  (CXBG-1-H/2-MC-A-ZH-HB-K2220W-IR2)
应用范围,超速/卡口/反向卡口
适用车道数,1  车道
信号触发,脉宽触发/边沿触发
RS485  接口,支持1路RS485，支持电脑或者摄像机控制
输入电压,AC 220V  ±20%
LED  芯片,24  颗CREE高光效产品
LED  角度,高截止透镜
频闪频率,20-100HZ  （可选自动倍频或相机倍频）
频闪脉宽,支持0-20%占空比可调
LED  频闪峰值功率,满足一级标准
LED  闪光峰值功率,满足一级和二级，任意切换
日夜切换,频闪信号或者485信号切换
闪光回电时间,气体≤50ms，LED≤20ms
闪光能量,100J
气体色温,5000K~6000K
红外波长,截止700nm
LED  色温,4000-4500K
气体闪光时间,300us  （支持软件可调）
气体闪光寿命,＞1500万次
工作温度,-40  ℃ - 70℃
外壳颜色,白色
外壳材料,高品质铝、钢化玻璃
防护等级,IP66
重量,5KG
尺寸,439*286*132
