产品网址：https://www.bjyxjh.com/page154?product_id=627
产品结构：root->IKW75N60T

|产品名称|产品型号|功能描述|
|----|----|----|
|IKW75N60T|无|无|

品牌：,INFINEON
型号：,IKW75N60T
封装：,TO-247
批次：,2019+
数量：,1000000
制造商：,Infineon
产品种类：,IGBT 晶体管
RoHS：,是
封装 / 箱体：,TO-247-3
安装风格：,Through Hole
配置：,Single
集电极—发射极最大电压 VCEO：,600 V
集电极—射极饱和电压：,1.5 V
栅极/发射极最大电压：,20 V
在25 C的连续集电极电流：,80 A
Pd-功率耗散：,428 W
最小工作温度：,- 40 C
最大工作温度：,+ 175 C
系列：,TRENCHSTOP IGBT
高度：,21.1 mm
长度：,16.03 mm
宽度：,5.16 mm
集电极连续电流：,80 A
栅极—射极漏泄电流：,100 nA
零件号别名：,IKW75N60TFKSA1 SP000054889 IKW75N6TXK IKW75N60TFKSA1
单位重量：,38 g


品牌：,INFINEON
型号：,IKW75N60T
封装：,TO-247
批次：,2019+
数量：,1000000
制造商：,Infineon
产品种类：,IGBT 晶体管
RoHS：,是
封装 / 箱体：,TO-247-3
安装风格：,Through Hole
配置：,Single
集电极—发射极最大电压 VCEO：,600 V
集电极—射极饱和电压：,1.5 V
栅极/发射极最大电压：,20 V
在25 C的连续集电极电流：,80 A
Pd-功率耗散：,428 W
最小工作温度：,- 40 C
最大工作温度：,+ 175 C
系列：,TRENCHSTOP IGBT
高度：,21.1 mm
长度：,16.03 mm
宽度：,5.16 mm
集电极连续电流：,80 A
栅极—射极漏泄电流：,100 nA
零件号别名：,IKW75N60TFKSA1 SP000054889 IKW75N6TXK IKW75N60TFKSA1
单位重量：,38 g



