产品网址：https://www.scbdlbs.com/index.php?c=product&a=type&tid=18
产品结构：root->导航与位置建设综合服务商—四川九洲北斗导航与位置服务有限公司

|产品名称|产品型号|功能描述|
|--|--|--|
|北斗短报文设备|北 3 短报文一键报警终端|无|
|北斗短报文设备|北 3 短报文+5G 手持设备|无|
|北斗短报文设备|北斗 2+4G 手机|无|
|北斗短报文设备|北斗 3+4G 手机|无|
|北斗短报文设备|北 3 集群指挥机|无|
|北斗短报文设备|北斗 RN+RD 车载定位终端(军)|无|
|北斗短报文设备|北斗 RN+RD 车载定位终端(民)|无|
|北斗短报文设备|北斗 RN+RD 船载定位终端(民)|无|
|北斗短报文设备|北斗 RN+RD 船载定位终端（民）|无|
|北斗定位设备|北斗高精度接收机(基准站型)|无|
|北斗定位设备|北斗高精度接收机（分体式）|无|
|北斗定位设备|低成本监测普适型接收机(一体)|无|
|数据采集终端|监测 DTU|无|
|数据采集终端|监测 RTU|无|
|车载终端|C10 高清车前摄像机(ADAS 摄像头)(主机 ADAS+DSM 设备)|无|
|车载终端|DSM 高清驾驶员摄像机(主机 ADAS+DSM 设备)|无|
|车载终端|两客一危车载终端(主机 ADAS+DSM 设备)|无|
|车载终端|北斗车载定位终端+OBD(低成本)|无|
|无人机|固定翼侦察无人机|无|
|无人机|消防无人机-100kg|无|
|无人机|大载重无人机|无|
|室内定位|室内外融合定位 （GNSS+UWB）|无|
|室内定位|室内定位终端（胸牌/腕表）|无|
|室内定位|室内定位基站 （定位软件+硬件）|无|
