产品网址：http://www.new.dj-laser.com/product/41.html
产品结构：首页->产品中心->激光材料->Nd:YAG->Nd:YAG

|产品名称|产品型号|功能描述|
|----|----|----|
|Nd:YAG|无|综合性能最好、应用最重要的激光晶体，广泛应用于工业、医疗、军事和科研领域。具有高增益，低阈值，高效率，高光学质量，低损耗，高机械强度，优良的热导率和抗热冲击的性能。适合于各种激光工作模式（连续、脉冲、Q 开关、锁模、倍频等）和高平均功率固体激光器。|

掺杂浓度,Nd:0.1-1.3at
晶向,<111>、<100>±5°
透射波前畸变,≤0.1λ/inch
消光比,≥25dB
产品尺寸,"直径≤30mm, 长度≤220 mm可按客户要求订制板条、圆片。"
尺寸公差,"直径:0/-0.03mm, 长度:0/+0.5mm"
柱面加工,精磨、抛光、螺纹
端面平行度,"≤ 10"""
端面与棒轴垂直度,≤ 5′
端面平面度,λ/10 @632.8nm
表面质量,10-5 (MIL-O-13830A)
倒边,0.15±0.05mm
镀膜,S1/S2：R@1064nm≤0.2%
镀膜,S1：R@1064nm≤0.2%，S2：R@1064＝20±3%；
镀膜,S1：R@1064nm≤0.2%，S2：R@1064nm≥99.8%
镀膜,其他膜系可定制
膜层抗激光损伤阈值,≥500MW/cm2
激光波长,1064 nm
二极管泵浦吸收波长,808nm
折射率,1.8197@1064nm
,片状高浓度可达1.8at%；
特殊,表面金属化；
,端面楔角、凹面/凸面等
