产品网址：http://video-sy.com/?show-47-1.html
产品结构：当前位置：首页->产品中心->录播服务器->录播服务器->网络

|产品名称|产品型号|功能描述|
|--|--|--|
|录播服务器|SY-S980|可与国内主流 H.323 产品互通互联，支持任意组合录制、直播、点播，支持资源模式、电影模式和多画面模式存储，通过 WEB 后台进行管理，方便快捷。可以非常方便的实现音频、视频和计算机信号的同步录制、本地预览和回放，完全满足多种环境下对多媒体信号的记录和传播需求。支持 1080P 高清会议的录制、单播、组播、点播，支持 10 组会议录制，300 路直播，400 路点播。|

录制,标准版：最大支持5组1080P30高清会议的并发录制
录制,高配版:最大支持10组1080P30高清会议的并发录制
直播,标准版：可支持100路用户并发Web直播
直播,高配版:可支持300路用户并发Web直播
视频编码协议,H.264 High  profile、H.264、H.263、H.263+、H.261
音频编码协议,G.711A、G.711U、G.722、G.722.1、G.723.1、G.728、G.729、AAC
通讯协议,SIP、H.323V4、H.225、H.245、H.239
传输及其他协议,RTP、RTSP、 RTMP、  HTML5、HLS、HTTP
视频格式,RTP、RTSP、 RTMP、  HTML5、HLS、HTTP
码流,128Kbps~8Mbps
帧率,1~60帧/秒
录制文件格式,Mp4
外部存储支持,FTP、Samba、NAS、iSCSI
外部网络存储,RAID  RAID0、RAID1、RAID5、RAID10
录制容量,标准版：1TB（1Mbps ×  2000小时）
录制容量,高配版：2TB（1Mbps × 4000小时）
服务器尺寸,（长×宽×高）：430mm×373mm×45mm
重量：,7kg
网络接口,10M/100M/1000M 以太网口×2
电气指标,220V/50Hz
