company_name,title,product_url,Product Model,base_info,root_category_name,root_category_id,category_name,category_id,sub_category_name,sub_category_id,detail_category_name,detail_category_id
鞍山众成电子有限公司,高压二极管,http://www.aszc.com/pro_list.asp,无,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,2CLF 系列大电流高频高压硅堆,http://www.aszc.com/pro_list.asp,2CLF 系列,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,2CL 系列大电流高压硅堆,http://www.aszc.com/pro_list.asp,2CL 系列,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,2CL 系列工频高压硅堆,http://www.aszc.com/pro_list.asp,2CL 系列,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,SP 系列表面贴装型高压二极管,http://www.aszc.com/pro_list.asp,SP 系列,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,HPF 系列大电流高频高压二极管,http://www.aszc.com/pro_list.asp,HPF 系列,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,UF 系列高频高压二极管,http://www.aszc.com/pro_list.asp,UF 系列,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,HV37-F 系列高压二极管,http://www.aszc.com/pro_list.asp,HV37-F 系列,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,HV37-系列高压二极管,http://www.aszc.com/pro_list.asp,HV37-系列,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,HV 系列高压二极管,http://www.aszc.com/pro_list.asp,HV 系列,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,CLF 系列高压二极管,http://www.aszc.com/pro_list.asp,CLF 系列,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,CL50 系列高压二极管,http://www.aszc.com/pro_list.asp,CL50 系列,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,2CL2 型高压二极管,http://www.aszc.com/pro_list.asp,2CL2 型,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,普通可控硅（平板型）,http://www.aszc.com/pro_list.asp?Page=2,无,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,普通可控硅（螺栓型）,http://www.aszc.com/pro_list.asp?Page=2,无,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,普通整流管（螺栓型）,http://www.aszc.com/pro_list.asp?Page=2,无,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,整流管模块 MDK,http://www.aszc.com/pro_list.asp?Page=2,无,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,单相固态继电器,http://www.aszc.com/pro_list.asp?Page=2,无,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,三相可控硅过零开关功率单元,http://www.aszc.com/pro_list.asp?Page=2,无,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,大功率三相可逆功率单元,http://www.aszc.com/pro_list.asp?Page=2,无,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,降压硅链专用整流管芯片,http://www.aszc.com/pro_list.asp?Page=2,无,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,压接式整流管芯片,http://www.aszc.com/pro_list.asp?Page=2,无,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,焊接式整流管芯片,http://www.aszc.com/pro_list.asp?Page=2,无,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,低功耗二极管芯片,http://www.aszc.com/pro_list.asp?Page=2,无,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,降压模块 MGH,http://www.aszc.com/pro_list.asp?Page=2,无,无,无,0,无,0,无,0,无,0
鞍山众成电子有限公司,高压二极管,http://www.aszc.com/pro_list.asp?Page=11,MTC100A、MTC90A、MTC63A、MTC25A,无,无,0,无,0,无,0,无,0
